p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene,group
6.263890135412292e-13,0.27738307757561953,0.464,0.397,1.334145959941464e-8,0,DKK1,all
5.747426043384742e-12,0.27484950577393263,0.465,0.407,1.224144272980516e-7,0,FHL3,all
1.4015078745043227e-11,0.264547569867492,0.45,0.392,2.9850716219067566e-7,0,MLLT11,all
2.8170783711108142e-11,0.2726464844583385,0.694,0.645,6.000095222628923e-7,0,FST,all
6.0837808525830594e-11,0.2639841203930299,0.407,0.35,1.2957844837916659e-6,0,GEMIN7,all
6.808919611602106e-11,0.35595530411456866,0.268,0.214,1.4502317880751325e-6,0,PDP1,all
7.83559291913304e-11,0.32328493233156286,0.355,0.298,1.6689029358461463e-6,0,IDI1,all
1.5148489256150934e-10,0.33883977266640497,0.211,0.161,3.2264767266675873e-6,0,LINC00662,all
1.7657702618776568e-10,0.5773321421230286,0.146,0.104,3.7609140807732213e-6,0,AP002387.2,all
8.546532489630383e-10,0.4402702679796735,0.174,0.131,1.8203259549663752e-5,0,PEX11B,all
1.1034990545190943e-9,0.6052645912541865,0.155,0.115,2.3503426362202192e-05,0,HMGCS1,all
2.9258369058149843e-9,0.2748779886781796,0.373,0.328,6.231740025695335e-5,0,TRAM2,all
3.5267655698481327e-9,0.2568877603597164,0.364,0.313,7.511657987219538e-5,0,RFXANK,all
4.1470678498004724e-9,0.2572963877834079,0.354,0.306,8.832839813290026e-5,0,SCO2,all
