p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene,group
9.545913176907214e-7,0.2603961731023278,0.455,0.403,0.020331840475494675,2,IP6K2,all
9.62227980218751e-7,0.3943729548284636,0.221,0.172,0.020494493750679178,2,NELFB,all
9.689606565194592e-7,0.2527533451709909,0.305,0.251,0.02063789302320796,2,NLN,all
9.799570740446285e-7,0.49209783665463336,0.148,0.106,0.020872105720076542,2,UBTD2,all
9.92613155808891e-7,0.2699791327867948,0.482,0.424,0.02114166760557357,2,JAGN1,all
1.0267525651568528e-6,0.38529245189894,0.27,0.218,0.021868802885275807,2,CWC22,all
1.0597759006875341e-6,0.30399328887554766,0.338,0.281,0.02257216690874379,2,DCAF7,all
1.064131457209347e-6,0.510249260575391,0.137,0.097,0.02266493590710188,2,RNGTT,all
1.0666684039133249e-6,0.2702712695772369,0.499,0.443,0.022718970334949906,2,HDGFL3,all
1.0668433026215217e-6,0.39788542623197376,0.273,0.221,0.022722695502535792,2,SMC6,all
1.074974150032975e-6,0.47227373045030907,0.163,0.12,0.02289587442155233,2,TRPM7,all
1.0769375768155847e-6,0.36176219099662177,0.273,0.222,0.02293769344859514,2,R3HDM1,all
1.0834639071438509e-6,0.33839362208970014,0.257,0.206,0.02307669775825688,2,NOL11,all
1.1270420037813542e-6,0.4901548082859053,0.182,0.138,0.024004867638539065,2,LYSMD3,all
1.1319035094542693e-6,0.3823159652093753,0.192,0.145,0.02410841284786648,2,SVIL,all
1.1649289622142456e-6,0.27464466889796657,0.409,0.351,0.024811821966201218,2,PSMG3,all
1.1699527347175319e-6,0.4398295991575847,0.194,0.148,0.024918823296748712,2,PPP2R3A,all
1.2132693424029408e-6,0.2919456741238692,0.361,0.307,0.025841423723840237,2,ME2,all
1.2396463904592529e-6,0.5268686054948346,0.128,0.09,0.026403228470391626,2,PDE12,all
1.2801113572534658e-6,0.26511176308427653,0.341,0.286,0.02726509179814157,2,AAAS,all
1.289498845959941e-6,0.42362271310603195,0.192,0.146,0.027465035920100783,2,MPV17L2,all
1.3072146923559568e-6,0.6559710448088785,0.12,0.083,0.027842365732489525,2,KIAA1841,all
1.3913367837744332e-6,0.48349015013812213,0.142,0.101,0.029634082157611652,2,CHAC2,all
1.4321528274247636e-6,0.5182065093138455,0.106,0.071,0.030503423071320042,2,IPO11,all
1.4453101850711196e-6,0.262873480788716,0.43,0.377,0.030783661631829776,2,PPP2R2A,all
1.4622314692593459e-6,0.3829324775106253,0.294,0.246,0.031144068063754807,2,CSKMT,all
1.4647722273468218e-6,0.35428497706613693,0.236,0.186,0.031198183670259956,2,PCBD2,all
1.506458576582046e-6,0.3830618807012518,0.278,0.227,0.032086061222621,2,WDR5,all
1.5216949765636811e-6,0.294886961575211,0.326,0.271,0.03241058130582984,2,UTP18,all
1.606011431218577e-6,0.37506106999895605,0.252,0.201,0.034206437473524476,2,BRD9,all
1.6222342803047145e-6,0.3665337134519544,0.268,0.216,0.03455196793621011,2,CCM2,all
1.6983943571988646e-6,0.4503273510154182,0.193,0.146,0.036174101413978615,2,TTC32,all
1.7241605778519057e-6,0.2546132970852405,0.443,0.387,0.03672289614766774,2,TNPO1,all
1.8080520070401358e-6,0.6364696146413129,0.104,0.07,0.038509699697947854,2,CRLF3,all
1.8487496642983836e-6,0.44523874959789955,0.175,0.131,0.039376519099891275,2,CDYL,all
1.881416518231794e-6,0.2784014490860445,0.344,0.29,0.04007229042181898,2,SDAD1,all
1.9507984524986258e-6,0.3910038554845525,0.246,0.198,0.04155005623976823,2,CYTH2,all
1.9789373315095896e-6,0.29183368023224865,0.406,0.351,0.04214938622382275,2,CDKN2AIPNL,all
2.00194839595366e-6,0.42587157639074347,0.19,0.144,0.04263949888541701,2,GPBP1L1,all
2.021490700078083e-6,0.4372029391771246,0.168,0.124,0.04305573042096309,2,ATG4C,all
2.068402352480377e-6,0.4851956033429419,0.107,0.072,0.04405490170547955,2,GJC1,all
2.0741563412414716e-6,0.3470503943182055,0.212,0.165,0.04417745591210211,2,LSG1,all
2.1013972846212616e-6,0.3660626552071362,0.232,0.182,0.04475766076514825,2,RAB30-DT,all
2.188078114402594e-6,0.4678214164615526,0.191,0.147,0.04660387575866085,2,NUDCD3,all
2.208413458718004e-6,0.361912651762861,0.342,0.292,0.047036998257234765,2,PAK1IP1,all
2.281646971014724e-6,0.27067570397364327,0.353,0.296,0.04859679883564261,2,CD58,all
0,2.990492950016909,0.937,0.243,0,3,CDK1,all
0,2.525968845834446,0.84,0.196,0,3,CDCA8,all
0,2.620197938725283,0.954,0.322,0,3,TOP2A,all
0,2.247736084764426,0.834,0.229,0,3,KIF2C,all
0,2.2083288590226466,0.881,0.276,0,3,AURKA,all
0,2.227324396918974,0.845,0.247,0,3,CENPA,all
0,2.148128308473119,0.841,0.246,0,3,AURKB,all
0,2.038409375360181,0.82,0.243,0,3,NUF2,all
0,2.148337764645682,0.794,0.22,0,3,NDC80,all
0,1.939270505169099,0.852,0.291,0,3,PLK1,all
0,1.9878248740992661,0.906,0.346,0,3,CKAP2,all
0,2.886757823072249,0.674,0.114,0,3,FAM83D,all
0,2.181960752429898,0.751,0.196,0,3,GTSE1,all
0,1.9041116572985508,0.783,0.232,0,3,SGO2,all
0,1.7901553299000423,0.794,0.249,0,3,DEPDC1,all
0,1.712516137938354,0.802,0.27,0,3,ANLN,all
0,1.8325626436852445,0.836,0.307,0,3,CCNA2,all
0,2.0577807919089874,0.721,0.199,0,3,KIF23,all
0,1.8108545478443174,0.731,0.21,0,3,ASPM,all
0,1.8887285596158092,0.725,0.205,0,3,CENPE,all
0,1.9664218698995914,0.717,0.201,0,3,CKAP2L,all
0,3.0844676286457005,0.996,0.48,0,3,UBE2C,all
0,1.752831701528385,0.805,0.3,0,3,CDCA3,all
0,1.8197269632863522,0.723,0.224,0,3,SPC25,all
0,1.9723679734283823,0.693,0.201,0,3,KNSTRN,all
0,2.501872479906411,0.592,0.107,0,3,CDCA2,all
0,2.3193127919884313,0.607,0.124,0,3,TTK,all
0,1.8946005205600038,0.674,0.192,0,3,KIF11,all
0,1.8396916825441436,0.714,0.238,0,3,DBF4,all
0,2.641541577037547,0.56,0.095,0,3,HJURP,all
0,1.4263884550738812,0.881,0.42,0,3,TPX2,all
0,2.7075391990588193,0.555,0.097,0,3,PSRC1,all
0,2.1065592340738872,0.563,0.127,0,3,KIF18A,all
0,1.5150971871497767,0.906,0.484,0,3,H2AX,all
0,2.515517539049636,0.501,0.09,0,3,MXD3,all
0,2.079359066666065,0.523,0.117,0,3,SGO1,all
0,1.5740381710204836,0.947,0.552,0,3,ARL6IP1,all
0,1.4203965258188356,0.956,0.577,0,3,CCNB1,all
0,2.1016584642540552,0.981,0.63,0,3,KPNA2,all
0,1.8404017436421827,0.996,0.668,0,3,HMGB2,all
0,3.2176639641392186,0.354,0.036,0,3,PIF1,all
0,1.3957897195022801,0.96,0.644,0,3,CKS1B,all
0,1.976984386991923,0.992,0.692,0,3,CKS2,all
0,1.2395886795121283,0.99,0.769,0,3,UBE2S,all
0,0.9041474310132984,0.999,0.952,0,3,TUBA1C,all
5.5937097425212456e-306,1.9303783246877029,0.546,0.135,1.1914042380596e-301,3,ARHGAP11A,all
2.6876808699494173e-304,1.452234759880406,0.883,0.439,5.724491484905264e-300,3,UBE2T,all
1.6021679413521888e-300,1.9897497569790146,0.518,0.123,3.412457498286027e-296,3,KIFC1,all
7.126706265597941e-300,1.625784039149308,0.727,0.254,1.5179171675097055e-295,3,NCAPG,all
6.014835798156851e-296,1.3479904396907822,0.887,0.427,1.2810998766494277e-291,3,CENPF,all
6.478502770550676e-295,2.3739027093940113,0.377,0.065,1.3798563050995885e-290,3,BORA,all
1.0350986875767953e-290,0.906597512481357,0.993,0.89,2.2046566946698166e-286,3,TUBB4B,all
1.2237213496912111e-285,1.7930685735362337,0.57,0.154,2.6064041027073106e-281,3,TACC3,all
5.91979570753671e-283,1.6434042859874658,0.651,0.208,1.2608572877482438e-278,3,KIF20B,all
6.697074439953505e-283,1.6508302850358412,0.644,0.202,1.426409884965697e-278,3,RACGAP1,all
1.955911124005034e-282,1.4156540466867171,0.829,0.369,4.1658951030183214e-278,3,MKI67,all
1.1067783039764048e-278,1.2527964883886913,0.921,0.536,2.3573271096393444e-274,3,SMC4,all
6.957584646291112e-274,1.9841488995266454,0.493,0.119,1.481895953813544e-269,3,NUSAP1,all
2.24577117121073e-270,1.2352980593346605,0.918,0.512,4.783268017561734e-266,3,CDC20,all
4.687318665343589e-265,1.6361583962837438,0.649,0.212,9.983520025315311e-261,3,MELK,all
1.121455921608612e-264,1.3833663240527971,0.788,0.318,2.388588967434183e-260,3,HMMR,all
5.0357452606062787e-259,1.713710453579342,0.518,0.135,1.0725633830565313e-254,3,BUB1B,all
1.4760515265385304e-255,1.3566534974851308,0.837,0.414,3.143842146374416e-251,3,SPDL1,all
1.7592775449206068e-254,2.4566683247884424,0.293,0.043,3.7470852429264006e-250,3,CCNF,all
2.0573205135130381e-252,1.6765897361089805,0.607,0.192,4.38188696173142e-248,3,PIMREG,all
9.036477242559144e-252,1.338497550454846,0.782,0.327,1.924679287892672e-247,3,CEP55,all
1.806563344619153e-249,1.3010937796827213,0.844,0.415,3.847799267704334e-245,3,MAD2L1,all
9.635831558467316e-246,1.7574152691977454,0.517,0.141,2.0523357636379536e-241,3,NEK2,all
1.8670352533463516e-245,1.8245721738225726,0.518,0.145,3.976598386102394e-241,3,FBXO5,all
1.3001433310488933e-244,1.8312907757404746,0.439,0.103,2.7691752808010377e-240,3,KIF14,all
1.2942312758876595e-243,1.488682682595577,0.67,0.24,2.756583194513126e-239,3,PRC1,all
1.4341504033801055e-243,1.5207121884363097,0.679,0.252,3.054596944159287e-239,3,ECT2,all
2.269545550438458e-239,1.2145872786540117,0.892,0.579,4.833905067878871e-235,3,BUB3,all
1.6257902238002612e-237,1.3472863662001422,0.762,0.327,3.4627705976721766e-233,3,PBK,all
1.264229444304453e-233,1.524716477553302,0.709,0.292,2.6926822934240543e-229,3,CDC25B,all
7.860067608722595e-233,1.7470113655672916,0.495,0.137,1.6741157999818255e-228,3,NCAPH,all
9.892343374346846e-226,2.056214253241505,0.366,0.078,2.1069702153021348e-221,3,CDC25C,all
2.2007630197684344e-224,1.2615513662710751,0.784,0.356,4.687405155804789e-220,3,DLGAP5,all
6.741164740486612e-222,1.947864983469693,0.362,0.077,1.4358006780762434e-217,3,GAS2L3,all
4.137567506895022e-217,1.741278405619712,0.496,0.147,8.812605032935707e-213,3,HSPA1A,all
6.443420845307258e-215,1.155725299901305,0.852,0.447,1.3723842058419927e-210,3,CCNB2,all
7.838082464836672e-215,1.3935504791402997,0.631,0.229,1.6694331841855627e-210,3,BUB1,all
1.8970339633577477e-214,1.6831578999890582,0.54,0.176,4.0404926385556665e-210,3,G2E3,all
1.1843084263447697e-213,0.5437811660889404,1,0.984,2.5224585172717247e-209,3,H2AZ1,all
1.6667451951774205e-213,1.4797953073854737,0.952,0.801,3.550000591208388e-209,3,H4C3,all
5.623810430383323e-213,2.11757787897759,0.33,0.067,1.197815383567344e-208,3,HYLS1,all
8.070331203903133e-212,2.0038445241374556,0.333,0.068,1.718899843119328e-207,3,DEPDC1B,all
3.239555537498591e-207,1.6647269343648805,0.468,0.132,6.899929339318249e-203,3,SPAG5,all
1.095782546689841e-204,1.5860612827485743,0.544,0.18,2.3339072461946923e-200,3,SKA3,all
6.14876842142769e-202,1.1579070235000468,0.821,0.433,1.3096261860798836e-197,3,TMPO,all
2.580976921318998e-201,1.5141198811922685,0.576,0.208,5.497222744717334e-197,3,SAP30,all
2.710044535556827e-199,1.3980282822313759,0.659,0.271,5.772123856282486e-195,3,MIS18BP1,all
1.2129929714687009e-197,1.6316664454348753,0.496,0.156,2.583553729931186e-193,3,RAD51AP1,all
2.2579123155896126e-196,1.009897357876505,0.918,0.591,4.809127440974316e-192,3,RRM2,all
9.11237618862816e-196,1.4990696780970345,0.495,0.152,1.9408450044159117e-191,3,KNL1,all
6.483166764794607e-190,1.9356761725493452,0.374,0.095,1.3808496892336033e-185,3,CDKN2D,all
1.7285612026744504e-186,1.9938760533212987,0.286,0.057,3.681662505576312e-182,3,INCENP,all
2.4170615373043508e-180,1.6273513046277397,0.408,0.115,5.1480993683045365e-176,3,GPSM2,all
2.4510984688648778e-177,0.42621208243062636,1,0.99,5.220594628835303e-173,3,TUBB,all
1.25903024061937e-171,1.4080348129948264,0.645,0.289,2.681608509495196e-167,3,UBALD2,all
5.904078158856871e-171,0.34482885637553373,1,0.997,1.2575096070549249e-166,3,TUBA1B,all
2.993084481414129e-170,2.3933719247939473,0.203,0.031,6.374970636963953e-166,3,ARHGEF39,all
7.648968003057874e-169,1.5958092151629226,0.403,0.116,1.6291536949712965e-164,3,SKA1,all
2.4544395408781467e-163,0.9336645109235678,0.9,0.586,5.227710778116365e-159,3,CDKN3,all
2.506990418474629e-163,0.966982670020151,0.901,0.651,5.339638892309113e-159,3,H1-10,all
3.374469358012939e-160,1.1049791944161362,0.736,0.381,7.187282285631759e-156,3,MZT1,all
1.7928527774465922e-159,0.54009011458038,0.998,0.943,3.8185971306834965e-155,3,STMN1,all
1.707456079279826e-158,1.2468790857507694,0.625,0.269,3.6367107032581015e-154,3,KIF22,all
3.9045771051672104e-153,1.1699734549831449,0.65,0.293,8.316358776295641e-149,3,ZWINT,all
9.191642188708295e-153,0.6409159900706403,0.992,0.928,1.9577278697729798e-148,3,HSPA8,all
6.288058371415126e-152,0.6814633401762831,0.984,0.842,1.3392935525277078e-147,3,PTTG1,all
6.916979409770957e-150,1.9878239841578493,0.259,0.057,1.473247444487116e-145,3,NEIL3,all
2.2067621956576328e-148,0.6151790423817105,0.977,0.876,4.700182800531192e-144,3,SRSF3,all
2.834505896252617e-144,1.0977908435322434,0.603,0.257,6.037214108428449e-140,3,KIF20A,all
1.7204903462755496e-143,0.8711071148564735,0.86,0.55,3.664472388532293e-139,3,BIRC5,all
3.047132754830268e-143,2.0675570353095143,0.244,0.053,6.490088054512988e-139,3,MTFR2,all
3.3796469394183664e-143,1.1466760175967232,0.595,0.257,7.198310016267178e-139,3,PRR11,all
7.421651129596768e-143,1.4079536218875155,0.413,0.135,1.5807374740928156e-138,3,KIF4A,all
1.5793609404215967e-141,1.3876145129206852,0.48,0.179,3.3638808670039587e-137,3,KMT5A,all
2.2030987579611344e-141,0.8996837529541887,0.839,0.539,4.69238004458142e-137,3,CMC2,all
1.4341264638338224e-140,1.450444905991768,0.387,0.121,3.0545459553196582e-136,3,OIP5,all
1.7111110132737965e-137,1.2048963624750457,0.567,0.247,3.6444953471718595e-133,3,EZH2,all
4.543125646676244e-134,1.311599002770535,0.434,0.154,9.676403314855731e-130,3,MND1,all
1.8871457324047517e-132,0.5191247369528664,0.984,0.937,4.019431695448881e-128,3,UBC,all
2.762012955796191e-130,1.8285319468521242,0.265,0.066,5.882811394550307e-126,3,PLK4,all
9.59149138079173e-129,1.442738441865675,0.343,0.105,2.0428917491948305e-124,3,ESCO2,all
1.736273448457955e-126,1.1784732323640243,0.462,0.174,3.698088817870598e-122,3,SHCBP1,all
9.347106799787444e-124,1.9045664759427905,0.215,0.047,1.9908402772867276e-119,3,STIL,all
2.5066970270548586e-123,1.4402297116115594,0.358,0.117,5.339013997924143e-119,3,CCDC18,all
5.65221460322825e-122,1.3108458731781514,0.399,0.14,1.203865188341585e-117,3,CDCA4,all
4.196745714005392e-121,0.48930262685684633,0.989,0.924,8.938648696260084e-117,3,JPT1,all
7.107326412061644e-120,1.5297397528265646,0.269,0.071,1.5137894525050096e-115,3,KIF15,all
1.908423054349668e-118,1.0330208911455765,0.561,0.255,4.064750263459358e-114,3,CKAP5,all
1.982117174888865e-118,1.860996497748641,0.224,0.053,4.221711370795794e-114,3,CENPL,all
3.106593668393324e-118,1.2726487473087422,0.422,0.157,6.61673385431094e-114,3,ASF1B,all
3.964312222459847e-117,1.8868602697256445,0.203,0.044,8.443588602617229e-113,3,KIF18B,all
1.0093468180174073e-116,1.0337557809607218,0.605,0.292,2.1498077876952757e-112,3,CENPK,all
1.729768008619315e-116,1.3909343632047735,0.352,0.117,3.684232881558279e-112,3,NDE1,all
4.4621057767398497e-116,1.016474192340215,0.537,0.234,9.503839093878205e-112,3,DIAPH3,all
1.3752847394619317e-115,1.4717322347699908,0.31,0.094,2.9292189665799683e-111,3,CDCA5,all
8.2818432678885e-115,1.0105585349740958,0.644,0.333,1.7639497976275715e-110,3,TROAP,all
1.3365309792937004e-114,1.5081397038249507,0.313,0.097,2.8466773327976523e-110,3,FZR1,all
1.0946797260244191e-113,0.7114952386848005,0.894,0.648,2.3315583484594103e-109,3,CENPW,all
1.1505670779800486e-112,1.072623957800885,0.555,0.258,2.4505928193897055e-108,3,REEP4,all
1.814302835815895e-112,1.3647468826451066,0.356,0.123,3.864283610004275e-108,3,CDKN2C,all
3.945950588736327e-112,0.9365665666792928,0.589,0.27,8.404480158949503e-108,3,LMNB1,all
1.9142594861768583e-106,1.730814996109927,0.229,0.059,4.077181279608091e-102,3,CENPI,all
6.183375084597993e-106,1.463994592806841,0.333,0.113,1.3169970592685265e-101,3,CIP2A,all
6.119192039564187e-105,0.34255889859380995,0.999,0.988,1.3033267125067762e-100,3,CALM2,all
6.430265516984228e-98,1.093775512426459,0.483,0.216,1.3695822524624707e-93,3,RHNO1,all
1.4000317055579245e-97,1.81892336579739,0.165,0.035,2.9819275296678233e-93,3,ERCC6L,all
2.349958085207905e-96,0.5488729699769614,0.947,0.789,5.005175725684317e-92,3,PCLAF,all
2.7135175421225796e-96,0.3216164050931658,1,0.987,5.7795210129668825e-92,3,HMGB1,all
1.65354658733647e-95,0.9552871739956016,0.478,0.212,3.521888876367947e-91,3,VRK1,all
6.17919860703097e-95,1.2065864419500851,0.34,0.122,1.3161075113115263e-90,3,POC1A,all
1.0277777258447813e-91,0.9552736970046547,0.485,0.216,2.1890637782768e-87,3,CENPU,all
2.1800732017420647e-91,1.5798044465773788,0.216,0.06,4.643337912390424e-87,3,HAUS8,all
4.579469545216005e-91,0.9340273000565379,0.504,0.237,9.753812184355568e-87,3,TRIP13,all
1.3836843444200938e-90,1.1066879455510144,0.362,0.138,2.9471092851803576e-86,3,ORC6,all
4.337374402526112e-89,0.3288237030232879,0.99,0.969,9.238173739940367e-85,3,H3-3B,all
7.490901339895569e-89,1.143956937737865,0.356,0.139,1.5954870763843572e-84,3,FAM111A,all
6.762651992955158e-87,1.2692620711302367,0.314,0.114,1.440377247979519e-82,3,SMTN,all
4.260464400495707e-86,0.9519175616018296,0.497,0.234,9.074363126615807e-82,3,BCL2L12,all
2.980770586592862e-84,0.6025618261065634,0.879,0.676,6.348743272384137e-80,3,RAD21,all
1.0497708140747247e-83,0.998532626888056,0.425,0.187,2.235906856897756e-79,3,MIS18A,all
1.6520534306747483e-82,0.9892527546021075,0.448,0.205,3.518708601994146e-78,3,RNF26,all
1.1022555976332229e-81,0.6097600497303262,0.849,0.599,2.3476941973990015e-77,3,HMGB3,all
1.4770262054279572e-81,1.187176696034132,0.293,0.106,3.145918114941006e-77,3,ZMYM1,all
3.660242393614771e-81,0.6963168265026536,0.77,0.52,7.7959502741601e-77,3,TIMM10,all
4.598283360508886e-81,0.8078766456827404,0.647,0.367,9.793883729547877e-77,3,CCDC34,all
1.451258593557717e-79,0.6459505313967365,0.679,0.382,3.091035678418581e-75,3,GMNN,all
4.925233633483289e-79,0.5557720768596967,0.899,0.72,1.0490255115956057e-74,3,RHEB,all
2.2467478541170375e-78,0.9044984037295024,0.487,0.24,4.785348254483878e-74,3,BRD8,all
2.5783554438200916e-78,1.2990733198354592,0.273,0.097,5.491639259792413e-74,3,WEE1,all
2.7081377270517195e-77,1.1925415154549095,0.268,0.094,5.768062544847457e-73,3,NUP35,all
7.309505702330644e-77,1.187720281138124,0.277,0.1,1.5568516195394038e-72,3,FANCB,all
8.676739100744556e-77,0.6385086634866388,0.823,0.608,1.8480586610675828e-72,3,HP1BP3,all
1.1017397904228493e-75,0.5824146805216724,0.828,0.588,2.3465955796216268e-71,3,DTYMK,all
2.1932302651441928e-75,0.5071071435679957,0.921,0.718,4.671361141730616e-71,3,DEK,all
5.781846117817514e-75,0.7175893823457291,0.617,0.351,1.2314754046339523e-70,3,LBR,all
2.764466144638377e-74,0.7550663336362546,0.659,0.394,5.888036441465279e-70,3,PNRC2,all
2.8012543395107422e-74,1.5739104817810676,0.163,0.043,5.96639161772393e-70,3,MYBL1,all
3.2509063254287292e-74,0.9103898699094829,0.484,0.24,6.924105382530651e-70,3,CEP57L1,all
6.4360255428683994e-74,0.5945066439081026,0.818,0.584,1.3708090803755404e-69,3,TYMS,all
2.2181883913212183e-73,1.396660800143391,0.2,0.06,4.724519454675063e-69,3,TRIM59,all
1.814655457107417e-72,1.0457155348553218,0.303,0.118,3.865034658093087e-68,3,CDC45,all
1.4928040130216845e-71,0.8015868614119943,0.546,0.298,3.179523267334886e-67,3,USP1,all
1.815666427447942e-71,1.1499372629484763,0.275,0.103,3.867187923821372e-67,3,TDP1,all
3.782496175925596e-71,0.8541836299134855,0.454,0.219,8.056338605103927e-67,3,FOXM1,all
4.046494238485562e-71,0.7797120137322068,0.54,0.285,8.618628078550399e-67,3,NSD2,all
7.649988673109094e-71,2.154719783446488,0.109,0.021,1.629371087485506e-66,3,ESPL1,all
1.0347943444372282e-70,0.637948825145829,0.784,0.524,2.2040084742168523e-66,3,PHF19,all
1.9407970977436753e-70,0.8944206669416956,0.435,0.21,4.133703738484254e-66,3,NIF3L1,all
5.863292251070845e-70,0.9470997169693179,0.411,0.194,1.2488226165555793e-65,3,RANGAP1,all
8.408953661881682e-70,1.0180300047462134,0.29,0.112,1.7910230404441795e-65,3,CENPJ,all
8.446533952395546e-70,1.1201794866926393,0.298,0.118,1.7990272665207275e-65,3,NCAPD3,all
1.8194334587140632e-69,1.075561896614147,0.304,0.122,3.875211323715083e-65,3,CENPC,all
5.232579198887925e-69,1.713487320526859,0.16,0.043,1.1144870435711392e-64,3,FAM110A,all
1.5750849011681148e-68,0.9948514958436638,0.279,0.106,3.3547733309979675e-64,3,AC099850.3,all
3.812190819167057e-68,1.7026072852576846,0.132,0.031,8.119585225743915e-64,3,TRAIP,all
1.6379458736459654e-67,0.9144644359897309,0.374,0.17,3.4886609162785417e-63,3,PARPBP,all
1.6854837098829927e-67,0.9564472132062505,0.324,0.135,3.589911753679786e-63,3,SPC24,all
3.337554517847803e-67,0.9995868003490769,0.357,0.159,7.108657367564036e-63,3,MGME1,all
4.3506714460353416e-67,0.5234289171919251,0.876,0.674,9.266495112910674e-63,3,TPRKB,all
4.6463706016514404e-67,1.1045235368422395,0.269,0.103,9.896304744457403e-63,3,CENPO,all
1.6880068008357706e-66,1.4279624139536025,0.163,0.046,3.5952856851001076e-62,3,IQGAP3,all
2.3944393644421786e-66,0.6335266801357692,0.775,0.523,5.099916402325396e-62,3,CENPN,all
2.802974434948898e-66,1.3356846480302695,0.186,0.058,5.970055248997658e-62,3,TNFAIP8L1,all
2.849136050916961e-66,0.9132551049733065,0.411,0.199,6.068374874848035e-62,3,CCDC14,all
4.36232555507087e-66,0.9456665841472935,0.353,0.157,9.291317199745447e-62,3,KIAA0586,all
1.1029044327706383e-65,1.4991970058943678,0.171,0.051,2.3490761513581826e-61,3,TEDC1,all
1.5885226440130489e-65,0.8477573367779626,0.483,0.252,3.3833943794833925e-61,3,TMEM138,all
2.9424573359379846e-64,0.9954810743154607,0.365,0.168,6.267139879814314e-60,3,GABPB1,all
3.568165193660886e-64,0.9042920631756735,0.372,0.171,7.599835045978322e-60,3,NCAPG2,all
3.150175886300298e-63,1.4575494537099045,0.165,0.049,6.709559620231005e-59,3,SUV39H1,all
5.799294610557059e-63,0.52551026449398,0.823,0.59,1.235191759102548e-58,3,ANP32E,all
1.9255481754534671e-62,0.6818068045351138,0.59,0.349,4.1012250588983395e-58,3,BTG3,all
2.5834973329638184e-62,1.1612869219663713,0.203,0.068,5.5025909694796365e-58,3,SAPCD2,all
6.136619447026709e-62,0.9489005394469836,0.437,0.228,1.3070385760222188e-57,3,FOSL1,all
7.444679874377909e-62,0.2884051080478027,0.997,0.968,1.585642366443751e-57,3,HMGN2,all
8.02140075621812e-62,0.8232311935095054,0.445,0.229,1.7084781470668974e-57,3,MED30,all
3.6982158716477465e-61,1.361249248216804,0.192,0.063,7.876829985022536e-57,3,CNTROB,all
6.396719854374298e-61,0.9823928146070515,0.278,0.112,1.3624373617831818e-56,3,PKMYT1,all
6.908055018944093e-61,0.7760345208467712,0.523,0.291,1.4713466384849024e-56,3,ENDOG,all
1.2239905232726059e-60,0.6505118190460903,0.597,0.35,2.6069774155183233e-56,3,SMC2,all
1.4653299915843088e-60,0.8626338520952321,0.393,0.189,3.1210063490754194e-56,3,NCAPD2,all
1.986531615261609e-60,0.8502891414807474,0.325,0.142,4.231113687345701e-56,3,RFC3,all
7.128690022615009e-60,0.3109582075534516,0.99,0.957,1.5183396879167708e-55,3,DYNLL1,all
8.714770304357977e-60,0.6034434874954874,0.644,0.391,1.8561589271252056e-55,3,PGP,all
1.0021413827511632e-59,0.6755715445410803,0.565,0.327,2.1344609311217024e-55,3,CDC27,all
1.7845332425029497e-59,1.405257807574614,0.169,0.053,3.800877353207033e-55,3,E2F7,all
2.4625324158024436e-58,0.4389537262176475,0.907,0.773,5.244947792417625e-54,3,RBM8A,all
2.590927247929532e-58,1.02821972139611,0.231,0.087,5.51841594536511e-54,3,MASTL,all
4.014356000253856e-58,0.7431265686035463,0.515,0.29,8.550176844940687e-54,3,DNAJB1,all
1.1627416390515292e-57,0.48904251473629134,0.86,0.67,2.476523417015852e-53,3,YWHAH,all
1.7049349399196692e-57,0.5063497126049007,0.849,0.67,3.6313409285349033e-53,3,RBMX,all
2.855354086973996e-57,0.9393389377510097,0.325,0.147,6.081618669845914e-53,3,MED7,all
3.84382396319551e-57,1.4456524851952492,0.147,0.043,8.186960659210116e-53,3,EPOR,all
4.5253919955144113e-57,0.6791815841795894,0.621,0.391,9.638632411246145e-53,3,ISCA2,all
8.778034779022161e-57,1.414421600010349,0.158,0.048,1.86963362758393e-52,3,DDIAS,all
1.7614863051192038e-56,1.5144341270412682,0.133,0.036,3.7517896812733925e-52,3,E2F8,all
2.532857775656756e-56,0.8567160382491998,0.448,0.242,5.3947337763713254e-52,3,TMEM60,all
5.013894754880672e-56,1.3434667163264158,0.187,0.064,1.0679094438420344e-51,3,GINS1,all
1.3629264310695623e-55,0.5095274839002883,0.782,0.546,2.9028970055350605e-51,3,EXOSC8,all
1.912169802816748e-55,0.6707250574091163,0.598,0.366,4.0727304630193916e-51,3,KATNBL1,all
3.010591022499179e-55,0.7352326021897119,0.435,0.227,6.412257818821001e-51,3,DLEU2,all
3.157613786061409e-55,0.7197925204816086,0.527,0.304,6.725401602932195e-51,3,LRR1,all
7.218217590720017e-55,0.8918323158180421,0.29,0.126,1.5374081646474565e-50,3,KCTD9,all
1.788116108924364e-54,1.1113390931524236,0.211,0.078,3.808508500398003e-50,3,METTL4,all
2.0533535506729967e-54,1.098767680468042,0.246,0.099,4.373437727578416e-50,3,CENPQ,all
4.8132440352379394e-54,0.5656184399189979,0.63,0.389,1.0251728470653286e-49,3,RRM1,all
1.0743966185707858e-53,1.5713483872079594,0.133,0.038,2.288357357893917e-49,3,DBF4B,all
1.0986810766839626e-53,1.1229725915657096,0.218,0.084,2.340080825229172e-49,3,BARD1,all
4.348942166171493e-53,1.0291080785713151,0.22,0.084,9.262811919728663e-49,3,POC5,all
7.540330300472922e-53,1.0171002797312476,0.234,0.093,1.6060149506977277e-48,3,CEP295,all
8.941901863248788e-53,0.7322583674144244,0.486,0.273,1.9045356778533593e-48,3,TEX30,all
