p,avg_Log2FC,pct.1,pct.2,p_adj,cluster_my,symbol,group
1.0289467187631914e-55,-1.5402757047882243,0.079,0.217,2.074047901010965e-51,0,AC092155.4,all
1.3779609590381352e-55,1.0167071896849624,0.331,0.198,2.7775559051331694e-51,0,PTPN7,all
4.335506249869827e-55,-0.7674633973151697,0.257,0.444,8.73907994786261e-51,0,C6orf48,all
4.356085808068828e-55,-4.262605499941479,0.005,0.099,8.780562163324337e-51,0,ADAM28,all
5.241509279583811e-55,1.1107720657164397,0.328,0.197,1.0565310254857088e-50,0,CD6,all
9.052448519012249e-55,-1.3046065555718513,0.094,0.236,1.824702047977299e-50,0,ARL17B,all
1.0050859728411613e-54,-4.3163309487885515,0.005,0.098,2.025951795455929e-50,0,KLF4,all
1.324981182948442e-54,-4.397500365012418,0.003,0.095,2.670764570469175e-50,0,BTK,all
1.332928641187223e-54,-2.193759604947899,0.031,0.144,2.6867842620410852e-50,0,SOX4,all
1.612988442733061e-54,-2.922692937294367,0.027,0.137,3.251300804017031e-50,0,IFI30,all
2.090574579194761e-54,-0.5748344272482475,0.507,0.67,4.2139711792828796e-50,0,ZFAS1,all
3.019308936959467e-54,-4.306671107887862,0.007,0.102,6.086021024229199e-50,0,LILRA5,all
3.3632080637702465e-54,-1.6319513204284,0.44,0.569,6.779218494141686e-50,0,SAT1,all
9.612941733233649e-54,-3.1389007845838353,0.011,0.109,1.9376806651679066e-49,0,SNX9,all
9.821166782844265e-54,0.7754451832268434,0.512,0.4,1.9796525884179186e-49,0,PDIA3,all
1.2017529019508434e-53,-1.1632914596631003,0.128,0.281,2.422373324462315e-49,0,PTPN6,all
1.4769459620216754e-53,1.2977250112353143,0.256,0.139,2.977079975647091e-49,0,IFITM1,all
1.7002822787091519e-53,-4.498963350455144,0.084,0.209,3.4272589891940375e-49,0,IGKC,all
3.247765086772738e-53,1.0234494964092171,0.363,0.235,6.546520085407808e-49,0,DSTN,all
3.5930576397380747e-53,-3.553970327293352,0.007,0.101,7.242526284420037e-49,0,GCA,all
3.8448825394492353e-53,-0.273206795185021,0.997,0.991,7.750129734767823e-49,0,RPS4X,all
6.564668984904295e-53,-5.377805501259669,0.002,0.09,1.3232403272871588e-48,0,TNFAIP2,all
7.049150219977613e-53,-0.46955307178383165,0.686,0.813,1.4208972098408876e-48,0,NBEAL1,all
7.705197749536882e-53,-0.4643035440914396,0.816,0.857,1.5531367103741495e-48,0,EEF1B2,all
7.738091932687378e-53,-1.0386322107712351,0.242,0.402,1.5597671908717946e-48,0,FKBP1A,all
9.13500697231128e-53,0.4844665427542869,0.519,0.354,1.8413433554087847e-48,0,CD7,all
1.0079133923001009e-52,-2.996212289136915,0.017,0.117,2.0316510248593134e-48,0,CD36,all
3.2485051486538542e-52,0.6220880117490153,0.61,0.508,6.548011828141574e-48,0,SEPT7,all
4.0991371777781895e-52,-2.323842147935342,0.034,0.144,8.262630809247496e-48,0,NFKBID,all
1.2644785500508972e-51,-0.199561719777142,0.998,0.997,2.5488094133375937e-47,0,RPL28,all
1.520960915439387e-51,-3.353755131936543,0.012,0.106,3.065800917251172e-47,0,CD22,all
2.24253109907735e-51,-6.706208275780767,0.002,0.087,4.520269936410215e-47,0,TCL1A,all
2.742320936897071e-51,-7.020163816209338,0.004,0.091,5.527696312503427e-47,0,IGLC3,all
3.056501052060824e-51,0.6694766703142085,0.582,0.478,6.160989170639003e-47,0,LDHA,all
6.198165296767369e-51,-0.4752853998922819,0.604,0.748,1.2493641788693986e-46,0,CCNI,all
8.991287952648202e-51,-5.912296660173712,0.002,0.085,1.812373912615298e-46,0,ARHGAP24,all
9.104664219934456e-51,-2.3236828382684003,0.024,0.127,1.8352271668121883e-46,0,PHACTR1,all
1.0990093478919982e-50,-1.448164684730883,0.124,0.263,2.215273142545901e-46,0,ASAH1,all
1.3617100144496005e-50,-4.012495061997668,0.006,0.093,2.7447988761260598e-46,0,TCF4,all
1.5121420093278694e-50,-0.20773670909207098,0.996,0.992,3.0480246482021863e-46,0,RPL37A,all
1.687592180729265e-50,1.5811850926247304,0.111,0.036,3.4016795586959796e-46,0,KLRC2,all
1.9817368223716195e-50,-0.32191223552748216,0.99,0.992,3.994586912854473e-46,0,TPT1,all
2.0769909815629268e-50,0.4911583909783077,0.714,0.634,4.1865907215363914e-46,0,LSP1,all
2.4982235466811494e-50,-5.92644957673583,0.016,0.11,5.0356692030451926e-46,0,IGLC2,all
6.82860754114695e-50,-1.0759628995734432,0.115,0.261,1.3764424220689907e-45,0,CD55,all
8.317483615275988e-50,-3.42515793969965,0.01,0.101,1.6765551723311807e-45,0,MS4A7,all
1.118390364238478e-49,-0.27220228923594103,0.991,0.993,2.2543394571955e-45,0,RPL7,all
1.302858674929993e-49,0.35534846759457706,0.878,0.825,2.626172231056387e-45,0,TMA7,all
2.1354398773325993e-49,-3.8463599459879294,0.006,0.091,4.304406160739321e-45,0,GNG7,all
2.1733828138338415e-49,-2.808091491486943,0.015,0.109,4.380887737844874e-45,0,SWAP70,all
2.204267582286853e-49,-4.416846440785285,0.005,0.089,4.4431421656156094e-45,0,LILRB2,all
2.8062271167153864e-49,-4.135699030610631,0.004,0.088,5.656511999163204e-45,0,CDKN1A,all
3.1933489159593897e-49,-1.036153429009682,0.14,0.288,6.436833409899342e-45,0,CNPY3,all
3.827550282950194e-49,-6.7961596713620605,0.001,0.081,7.715193105342706e-45,0,KCTD12,all
7.109444347983847e-49,-2.011451031834489,0.027,0.13,1.433050697223104e-44,0,CD4,all
7.356828677447962e-49,-0.35133685698419814,0.888,0.942,1.4829159565131856e-44,0,RPL23,all
1.0555338214891108e-48,0.7696921767771145,0.483,0.368,2.1276395239756007e-44,0,WIPF1,all
1.4508521067634163e-48,-5.493648683112413,0.002,0.081,2.9244825916030183e-44,0,C19orf38,all
1.7946146859097874e-48,-1.744743357211175,0.062,0.18,3.6174048223883584e-44,0,LGALS3,all
2.333883091247698e-48,-0.6908415338950311,0.262,0.438,4.704408147027984e-44,0,SMDT1,all
2.583379145195895e-48,-2.635386416987811,0.014,0.106,5.207317342971366e-44,0,GNAQ,all
2.9738620470908897e-48,-1.5233302294847753,0.051,0.166,5.994413728321107e-44,0,CD27,all
3.5106376267339295e-48,-2.614292206189649,0.02,0.116,7.076392264207582e-44,0,SLC11A1,all
4.2089069035241934e-48,-3.895416024971464,0.005,0.089,8.483893645433717e-44,0,RP4-594I10.3,all
5.644725276935325e-48,-2.5477815653574627,0.017,0.11,1.1378072740718535e-43,0,UNC93B1,all
6.629360374196644e-48,-0.9398079581714438,0.151,0.303,1.3362801706268175e-43,0,BTG2,all
7.201360169292803e-48,-2.058113893618061,0.027,0.128,1.4515781693243504e-43,0,LAT2,all
7.324581994793701e-48,-1.1865665087254942,0.118,0.255,1.4764159926905665e-43,0,IER5,all
7.704473283790308e-48,-5.2539706779053565,0.002,0.08,1.5529906798136124e-43,0,LMO2,all
7.889281469793616e-48,-2.1419496655154306,0.029,0.131,1.5902424658662992e-43,0,LEF1,all
8.646809339852121e-48,-2.251334197921387,0.02,0.115,1.742937358633992e-43,0,SOCS3,all
1.2697890574005598e-47,-1.785920293036491,0.04,0.147,2.5595138030023083e-43,0,BCL2,all
1.4412957669203399e-47,-1.2454806968446752,0.089,0.221,2.905219877381329e-43,0,SYNGR2,all
1.5680944273078688e-47,-2.7381391361297482,0.018,0.11,3.160807937124471e-43,0,HVCN1,all
2.384176219522288e-47,0.473211425030839,0.905,0.894,4.805784005691076e-43,0,MT-ND5,all
2.6609769155678344e-47,1.429062906875852,0.165,0.074,5.3637311687100836e-43,0,CD320,all
2.965222095585396e-47,-1.0201685829580638,0.122,0.265,5.976998178071482e-43,0,CMTM6,all
3.815241645313915e-47,-0.24325657469441353,0.996,0.99,7.690382584459259e-43,0,RPS25,all
4.9858757545979275e-47,-2.0786242492920284,0.026,0.125,1.0050029758543043e-42,0,SKAP2,all
6.127084647766316e-47,-1.6417660371937617,0.05,0.162,1.2350364524502562e-42,0,STX7,all
7.608915974009853e-47,-1.3723545174887288,0.109,0.24,1.533729192881166e-42,0,YBX3,all
9.203443219869316e-47,-4.323252867325665,0.003,0.083,1.855138049829058e-42,0,CD86,all
9.817232699066878e-47,0.691680868156162,0.515,0.394,1.9788595951509107e-42,0,IL2RG,all
9.993162120024414e-47,-0.5927179279864777,0.356,0.533,2.014321688533321e-42,0,SERP1,all
2.347480874623829e-46,-5.313322126374053,0.002,0.079,4.7318171989792524e-42,0,PLBD1,all
2.492273032440393e-46,-3.035757357273217,0.009,0.093,5.0236747514901e-42,0,P2RX5,all
4.061657323420467e-46,-2.147129636148812,0.028,0.126,8.187082666818634e-42,0,PECAM1,all
4.501739385311712e-46,-3.1017847334055837,0.013,0.099,9.074156078972818e-42,0,BLK,all
4.504672107386745e-46,0.7653514176767461,0.466,0.359,9.080067566859461e-42,0,CCDC12,all
6.8603850441806965e-46,-5.87436770508245,0.001,0.076,1.382847813355503e-41,0,GAPT,all
1.6035778387008242e-45,-3.622012577236686,0.005,0.084,3.2323318494692516e-41,0,PILRA,all
2.0340409911610595e-45,0.3870704133888201,0.807,0.753,4.1000164258833473e-41,0,SRP14,all
2.1380781141590528e-45,1.0338967846956075,0.295,0.182,4.3097240547104026e-41,0,SLC9A3R1,all
2.3036983447406088e-45,0.16246071259543537,1,1,4.643564753493645e-41,0,TMSB4X,all
2.5595346624810582e-45,0.8904467444656678,0.36,0.243,5.159254019163069e-41,0,DGKZ,all
3.836406239780202e-45,-4.1841867104762684,0.01,0.093,7.733044057524954e-41,0,JCHAIN,all
4.4099191908742817e-45,0.6817172859193438,0.498,0.386,8.88907411304529e-41,0,RNF213,all
5.143810645545116e-45,0.11924440326124408,0.646,0.447,1.036837911822529e-40,0,LGALS1,all
5.594538223177734e-45,-0.2535640680066651,0.998,0.994,1.1276910696459359e-40,0,RPS12,all
5.940812593663326e-45,-1.0642936018693578,0.12,0.255,1.1974895945047165e-40,0,TNFAIP8,all
6.883676259024826e-45,-1.1237756079741645,0.122,0.256,1.387542623531634e-40,0,SNX2,all
8.401178960526176e-45,-1.4614508659634307,0.061,0.175,1.6934256430732612e-40,0,ZNF331,all
8.937130647949425e-45,-4.048360686754478,0.005,0.083,1.8014574247071656e-40,0,TIMP2,all
9.4028595539484e-45,-0.20821312571276707,0.995,0.995,1.895334400289379e-40,0,RPL35A,all
1.6668118126525933e-44,1.226746222489929,0.201,0.101,3.3597925707638323e-40,0,KLRG1,all
2.7952116470428164e-44,-4.9778213881762605,0.002,0.076,5.634308116944205e-40,0,CD300E,all
2.8184706414565366e-44,-5.354169776621564,0.002,0.075,5.681191271983941e-40,0,RAB32,all
3.5782613178532184e-44,-4.419120195477653,0.003,0.079,7.212701338396733e-40,0,CLEC4A,all
6.582941176177096e-44,0.37853639861153976,0.99,0.987,1.3269234528820172e-39,0,MT-CYB,all
1.3070523872275286e-43,-0.8282161343517024,0.156,0.304,2.6346254969345295e-39,0,DDX21,all
1.663802755568648e-43,1.8324373409601398,0.08,0.023,3.3537272143997235e-39,0,IFNG,all
1.6921144383659785e-43,1.2270213537806587,0.182,0.088,3.410795073414303e-39,0,MYBL1,all
1.9376076972347146e-43,-2.372301843983211,0.022,0.112,3.9056358353160143e-39,0,RP11-386I14.4,all
1.949179132556326e-43,-0.3122167095745567,0.89,0.932,3.9289603774937864e-39,0,PFDN5,all
2.000679516112984e-43,-1.9033231329553377,0.029,0.124,4.032769700628942e-39,0,ALDH2,all
2.1038986277015642e-43,-0.6882975345020423,0.307,0.473,4.240828463858043e-39,0,GPX4,all
3.396838027183846e-43,-3.1344190067287974,0.01,0.089,6.847006411394478e-39,0,TBXAS1,all
1.1066883594609431e-42,0.33928930318154427,0.848,0.805,2.230751726165423e-38,0,CIRBP,all
1.9038228147894143e-42,1.467150663240767,0.165,0.079,3.8375356477710226e-38,0,MIR4435-2HG,all
2.441753668507733e-42,-0.9506595618049826,0.109,0.24,4.921842869611037e-38,0,RBPJ,all
2.675893562757165e-42,2.0229728592104683,0.077,0.022,5.393798654449618e-38,0,TTC16,all
3.082307058225638e-42,1.331054934857408,0.145,0.063,6.213006337265419e-38,0,RP11-291B21.2,all
3.2311982032832256e-42,-2.024957080919479,0.024,0.114,6.513126218357998e-38,0,KDM6B,all
3.3662609947373095e-42,-4.0699418821918085,0.005,0.079,6.785372287091994e-38,0,APOBEC3A,all
3.675157692991028e-42,-0.744872744226577,0.265,0.417,7.408015361762015e-38,0,GMFB,all
4.464101391834562e-42,0.9830819785008179,0.312,0.204,8.998289175520927e-38,0,IDH2,all
4.568343455444803e-42,-4.733607868130877,0.003,0.074,9.20840990314009e-38,0,HMOX1,all
7.183711515210705e-42,1.9741147869437403,0.079,0.023,1.4480207301210218e-37,0,PPP2R2B,all
7.91371873901508e-42,-1.7976073892282014,0.03,0.123,1.5951682862232698e-37,0,IRS2,all
8.335250058348117e-42,0.31443184775280475,0.999,0.996,1.6801363542612298e-37,0,MT-CO2,all
9.41463889042824e-42,-2.0727278598945333,0.024,0.112,1.8977087611436203e-37,0,PAX5,all
9.566573609347174e-42,-3.999002771051903,0.004,0.076,1.92833424243611e-37,0,GRASP,all
1.4421237279632285e-41,-0.24363889494042468,0.989,0.978,2.90688879845548e-37,0,RPL10A,all
2.061689260928339e-41,-1.2232076987409275,0.117,0.24,4.155747043253253e-37,0,PYCARD,all
2.812219062479253e-41,0.4909960367282389,0.673,0.585,5.66858996423943e-37,0,HSPA8,all
3.381764147738468e-41,-3.733662022160731,0.004,0.075,6.8166219925964295e-37,0,ALOX5,all
4.915605681874914e-41,-2.5099488882091365,0.019,0.102,9.908386372955265e-37,0,AQP3,all
5.169747114109961e-41,-0.8746519420446192,0.191,0.337,1.0420659257911447e-36,0,GABPB1-AS1,all
7.884178584745046e-41,-1.0627418984135346,0.091,0.212,1.589213877327059e-36,0,YWHAE,all
8.028779808030077e-41,-3.4139101435183346,0.006,0.078,1.6183611459046226e-36,0,CD302,all
8.963098222252797e-41,-1.2122267819308652,0.104,0.225,1.8066917086594963e-36,0,SOD2,all
1.0097989576370124e-40,-0.9708813572146215,0.177,0.313,2.035451758908926e-36,0,NOSIP,all
1.3674783354205682e-40,-0.8223712189279662,0.394,0.53,2.7564260807072394e-36,0,NFKBIA,all
1.5486259217164436e-40,0.9662098101581553,0.309,0.202,3.1215652704038355e-36,0,CASP8,all
1.9786001744245412e-40,-1.1592620065999502,0.121,0.246,3.988264371587548e-36,0,TCOF1,all
2.011277844305115e-40,1.0610204540229433,0.265,0.161,4.0541327507658205e-36,0,APOBEC3G,all
2.055756252913522e-40,-1.3754939771118107,0.055,0.16,4.143787878997786e-36,0,ARL4A,all
2.370074392159136e-40,-5.192069723809396,0.002,0.069,4.777358952275171e-36,0,FCER2,all
2.435769777334422e-40,-1.4465720362450283,0.28,0.394,4.9097811401729944e-36,0,S100A11,all
6.265280529337802e-40,1.382401350153207,0.163,0.078,1.2628925962986209e-35,0,GBP5,all
8.72314972483469e-40,0.6674781814291089,0.185,0.089,1.7583252900349285e-35,0,CLIC3,all
1.0793053411429632e-39,1.637524457974226,0.117,0.047,2.175555776141871e-35,0,COL6A2,all
1.1557321034085084e-39,-0.7200891990661822,0.208,0.357,2.3296092008405304e-35,0,GDI2,all
1.567294112354026e-39,0.34583313977994656,0.745,0.586,3.1591947422720107e-35,0,RPS4Y1,all
1.882926743292803e-39,-3.7395269345217756,0.005,0.074,3.7954154364553034e-35,0,FCGR2A,all
2.2889573509368046e-39,-2.217080292568193,0.021,0.102,4.613851332283317e-35,0,RXRA,all
2.900471140687201e-39,-0.7429677317130405,0.195,0.34,5.846479678283191e-35,0,SMAP2,all
3.351537406621135e-39,1.3031228230841636,0.149,0.069,6.755693950526222e-35,0,GTF3C1,all
3.8169185492755703e-39,-5.141118342869701,0.002,0.067,7.693762719774767e-35,0,CSF1R,all
4.004301696572332e-39,-1.7178788932163835,0.036,0.128,8.07147092978085e-35,0,FGD2,all
4.716932978211858e-39,-0.7215010696024904,0.685,0.771,9.507921804181642e-35,0,CD37,all
5.479776272705799e-39,2.6828114991864163,0.044,0.008,1.1045585032893079e-34,0,RP11-305L7.1,all
6.570046915112866e-39,-1.9346947441516011,0.026,0.112,1.3243243566793004e-34,0,ODF3B,all
6.788336489886985e-39,-2.6387438529680374,0.014,0.091,1.3683249862665195e-34,0,TRABD2A,all
7.241308106774251e-39,-1.3243160184056082,0.072,0.179,1.459630475082486e-34,0,HIF1A,all
7.48556141995672e-39,-1.757452897432026,0.038,0.129,1.5088646154206759e-34,0,CSF2RA,all
8.882468074409438e-39,-4.076837163086621,0.005,0.072,1.7904390897587105e-34,0,CD40,all
1.1339791557024524e-38,-6.595313008788353,0.001,0.064,2.285761784149433e-34,0,CYP1B1,all
1.4587665071368045e-38,-2.73007406603181,0.01,0.083,2.940435648435657e-34,0,RASSF2,all
1.7057670264014885e-38,-3.274172951622444,0.008,0.079,3.4383145951174804e-34,0,CYSLTR1,all
1.7081123118008068e-38,-0.9098241429422141,0.155,0.288,3.443041986896886e-34,0,RP11-347P5.1,all
1.8470234476803746e-38,-2.049099058619575,0.021,0.101,3.723045163489331e-34,0,CPPED1,all
1.9089038254942856e-38,-1.053273774289298,0.132,0.257,3.8477774410488317e-34,0,TALDO1,all
2.0775525115210846e-38,-2.8979928400982713,0.012,0.085,4.1877225974730505e-34,0,RALGPS2,all
2.1304463587813993e-38,-1.3344920685935857,0.061,0.163,4.294340725395666e-34,0,XIST,all
2.3836430377790685e-38,-1.5298967890503277,0.437,0.494,4.804709271251269e-34,0,HLA-DPA1,all
3.109570265345978e-38,-4.598025725118461,0.003,0.068,6.2679607838578885e-34,0,RBP7,all
3.6609826362722595e-38,0.6119443962139002,0.542,0.443,7.379442699933993e-34,0,PPIB,all
4.147710361909763e-38,-1.805076672560285,0.05,0.145,8.36053977650151e-34,0,SCO2,all
4.244536435814067e-38,-2.6052056386452276,0.012,0.085,8.555712093670414e-34,0,DAPP1,all
6.112781192994864e-38,-1.1767112975401792,0.079,0.189,1.2321533050719748e-33,0,EVI2A,all
6.675658956033751e-38,-5.173209720568416,0.001,0.064,1.3456125757677233e-33,0,MGST1,all
6.862736112294693e-38,-3.671257071641823,0.005,0.071,1.3833217181552413e-33,0,NCF4,all
7.350586285311405e-38,-1.8028197526389313,0.029,0.114,1.4816576775302198e-33,0,CHMP7,all
8.730707763689636e-38,-4.172978700514674,0.004,0.07,1.75984876392692e-33,0,SGK1,all
9.297860288948558e-38,-4.398501996624694,0.003,0.067,1.874169698443361e-33,0,LRP1,all
1.356550955125375e-37,0.2918307779526619,0.855,0.799,2.7343997602462183e-33,0,MYL6,all
1.376015533664431e-37,-5.355536713661824,0.002,0.065,2.7736345112073937e-33,0,CD24,all
1.5538671838429859e-37,1.6338647614528155,0.115,0.047,3.1321300824723065e-33,0,PTMS,all
1.782612448228871e-37,-1.2372190958254663,0.066,0.169,3.593211911894935e-33,0,SATB1,all
2.1776837828329346e-37,-1.9330541539213295,0.029,0.113,4.389557201056346e-33,0,RIC3,all
2.1782013591054415e-37,-3.529419183703545,0.004,0.069,4.3906004795488385e-33,0,IL6R,all
2.3321082710561217e-37,1.083215068329961,0.202,0.11,4.7008306419678245e-33,0,STOM,all
2.6379555683900624e-37,-0.20058012250976098,0.997,0.993,5.3173270392038486e-33,0,RPL37,all
2.658041528697671e-37,1.2633774249761747,0.182,0.096,5.3578143093958954e-33,0,SSBP3,all
2.877077904490398e-37,-1.3385057821743893,0.065,0.166,5.7993259320812955e-33,0,ATXN8OS,all
3.537693320711705e-37,-2.033735741553135,0.019,0.097,7.130928426558584e-33,0,PRAM1,all
3.836527011566818e-37,-1.1199531434927288,0.1,0.213,7.733287497215235e-33,0,PPT1,all
4.0314920547022285e-37,-1.1575864079007137,0.067,0.173,8.126278534663283e-33,0,APP,all
4.58080280776393e-37,0.32748752099343825,0.864,0.824,9.233524219609755e-33,0,ARHGDIB,all
5.346030238532353e-37,-1.8500001485140396,0.035,0.121,1.0775993151809665e-32,0,BLVRB,all
5.673519334971793e-37,1.7380639693629263,0.088,0.031,1.1436112923502643e-32,0,RP11-81H14.2,all
8.02795048201202e-37,-0.2275237952271043,0.982,0.982,1.6181939786591627e-32,0,RPL38,all
8.207675114810996e-37,-1.6035380569027595,0.037,0.125,1.6544210728924525e-32,0,SERINC5,all
1.140500802409689e-36,-1.9545384610643541,0.019,0.095,2.2989074674172102e-32,0,SULF2,all
1.2418988598787185e-36,-0.5379740846181218,0.332,0.495,2.503295531857533e-32,0,ZNF90,all
1.3121802219841711e-36,-4.2075934457311,0.003,0.066,2.644961673453494e-32,0,LINC01272,all
1.742293214791244e-36,-1.2520520620070428,0.055,0.153,3.511940433054711e-32,0,ADK,all
1.9005502317456374e-36,-1.2600335489589816,0.08,0.185,3.830939102129681e-32,0,FCMR,all
2.011426801324858e-36,-3.549721317974839,0.005,0.069,4.054433003430516e-32,0,NELL2,all
2.064782853696359e-36,0.8606535611220718,0.308,0.204,4.161982798195751e-32,0,SKAP1,all
2.1834346399763913e-36,-0.16090564535752172,0.997,0.993,4.401149203800412e-32,0,RPL19,all
2.2455660231104043e-36,-1.446224341683934,0.042,0.132,4.526387432783642e-32,0,EHF,all
2.6999471339227753e-36,-2.02481934308529,0.023,0.102,5.442283437848138e-32,0,SSBP2,all
2.946211624797572e-36,-5.447986280794347,0.002,0.063,5.938678772104465e-32,0,IGHG1,all
3.301587293983501e-36,-0.21781967473281316,1,0.997,6.655009508482544e-32,0,RPS18,all
3.9219907182294334e-36,-1.2805727876012094,0.08,0.185,7.905556690735069e-32,0,SCPEP1,all
4.2358557037774234e-36,0.19579538326531232,0.591,0.437,8.538214342104153e-32,0,ID2,all
4.393727714719209e-36,-5.684591863568036,0.002,0.061,8.856436954559509e-32,0,TSPAN13,all
6.30804893933688e-36,-2.9878555136797944,0.008,0.074,1.271513424702135e-31,0,SCIMP,all
7.005578068708143e-36,-1.3975311653152214,0.143,0.257,1.4121143713095004e-31,0,STXBP2,all
8.770990218252743e-36,-3.95435368528309,0.003,0.064,1.7679684982932054e-31,0,CXCL16,all
1.0329361083261446e-35,-4.018376513603118,0.003,0.064,2.0820893135530096e-31,0,PLD4,all
1.0933817298753136e-35,-3.852456486248292,0.003,0.064,2.2039295529096697e-31,0,IRAK3,all
1.1829693444976182e-35,-2.987318174380348,0.007,0.071,2.3845113077038493e-31,0,CKAP4,all
1.2020657986774027e-35,-1.6173708338711188,0.044,0.133,2.4230040303940404e-31,0,CECR1,all
1.2096854503903713e-35,-3.2181029861470063,0.006,0.07,2.4383629623518716e-31,0,ADAM19,all
1.31541577529149e-35,0.7386630555522058,0.431,0.333,2.6514835782550565e-31,0,MYO1G,all
1.9853850161504912e-35,-1.1531634804362292,0.064,0.163,4.001940577054545e-31,0,NUMB,all
2.122207430972724e-35,1.271026605539892,0.195,0.109,4.27773351861172e-31,0,VPS26B,all
